MinimumInstallerVersion;InstallerVersionLessThan;Sequence;WorkbenchVersion;TypeofCheck;FilesChecked;FileCheckDetails;Hash;InstallMedia;ADF_Name;FriendlyName;ADFSource;ADFDescription
1.0;9.9;2;3.2.2;Hash;;;1c1d1dbd19023fe47f08ff7bc7c2517b;Disk;ModulesA5003_2_2;ModulesA500 3.2.2;Hyperion (3.2.2 Update);ModulesA500 3.2.2
1.0;9.9;1;3.2.2;Hash;;;1E3F7F3172D4133F33B12C681542337E;Disk;ModulesA5003_2_2;ModulesA500 3.2.2;Hyperion (3.2.2.1 Hotfix Pack);ModulesA500 3.2.2
1.0;9.9;2;3.2.2;Hash;;;bd2d32a3a96dc6e2ee945f87b00a7646;Disk;ModulesA6003_2_2;ModulesA600 3.2.2;Hyperion (3.2.2 Update);ModulesA600 3.2.2
1.0;9.9;1;3.2.2;Hash;;;58AF498BF9611BFA625EA722F82A21FC;Disk;ModulesA6003_2_2;ModulesA600 3.2.2;Hyperion (3.2.2.1 Hotfix Pack);ModulesA600 3.2.2
1.0;9.9;2;3.2.2;Hash;;;317a1e4e072e05e363a00cd1b05f4a14;Disk;ModulesCD323_2_2;ModulesCD32 3.2.2;Hyperion (3.2.2 Update);ModulesCD32 3.2.2
1.0;9.9;1;3.2.2;Hash;;;4573B4794B80FA9189DC9FD3AC18EB48;Disk;ModulesCD323_2_2;ModulesCD32 3.2.2;Hyperion (3.2.2.1 Hotfix Pack);ModulesCD32 3.2.2
1.0;9.9;2;3.2.2;Hash;;;17257b34ff0047df27263a5a9104e190;Disk;Update3_2_2;Update 3.2.2;Hyperion (3.2.2 Update);Update 3.2.2
1.0;9.9;1;3.2.2;Hash;;;B83E74D6FC87C40EEBC102355BCF1382;Disk;Update3_2_2;Update 3.2.2;Hyperion (3.2.2.1 Hotfix Pack);Update 3.2.2
1.0;9.9;1;3.2.2.1;Hash;;;9EE0F110645413020D6D18B1E4302122;Disk;Update3_2_2_1;Update 3.2.2.1;Hyperion (3.2.2.1 Hotfix Pack);Update 3.2.2.1
1.0;9.9;1;3.2.3;Hash;;;56E9010178902A4BF2D8B1BFD791BE0B;Disk;4ColorIcons3_2;4ColorIcons 3.2;Hyperion (3.2.3);4ColorIcons 3.2
1.0;9.9;1;3.2.3;Hash;;;58AF923F36F1FE0EE16BB62216FBB44E;Disk;Classes3_2_3;Classes 3.2.3;Hyperion (3.2.3);Classes 3.2.3
1.0;9.9;1;3.2.3;Hash;;;CC19B8ACF0FB41A7ABD79304E224390A;Disk;DiskDoctor3_2_3;DiskDoctor 3.2.3;Hyperion (3.2.3);DiskDoctor 3.2.3
1.0;9.9;1;3.2.3;Hash;;;1BE9C9A15900EE655564777D185C5929;Disk;Extras3_2_3;Extras 3.2.3;Hyperion (3.2.3);Extras 3.2.3
1.0;9.9;1;3.2.3;Hash;;;5BE89147576C7953E7BE039406B65910;Disk;LocaleCZ3_2_3;LocaleCZ 3.2.3;Hyperion (3.2.3);Locale 3.2.3-CZ
1.0;9.9;1;3.2.3;Hash;;;F523DD8F7922761DFC87743E400B51E6;Disk;LocaleDE3_2_3;LocaleDE 3.2.3;Hyperion (3.2.3);Locale 3.2.3-DE
1.0;9.9;1;3.2.3;Hash;;;2316FDC9F96B087CBD5FF6C0F0D58A5B;Disk;LocaleDK3_2_3;LocaleDK 3.2.3;Hyperion (3.2.3);Locale 3.2.3-DK
1.0;9.9;1;3.2.3;Hash;;;4355F9FD19A05152289818AB19F7333D;Disk;LocaleEN3_2_3;LocaleEN 3.2.3;Hyperion (3.2.3);Locale 3.2.3-EN
1.0;9.9;1;3.2.3;Hash;;;929F937FC9837C64E33FA6C90E246DEF;Disk;LocaleES3_2_3;LocaleES 3.2.3;Hyperion (3.2.3);Locale 3.2.3-ES
1.0;9.9;1;3.2.3;Hash;;;156BC39B8B30141ECC32BCB06F69F1AF;Disk;LocaleFR3_2_3;LocaleFR 3.2.3;Hyperion (3.2.3);Locale 3.2.3-FR
1.0;9.9;1;3.2.3;Hash;;;655864477A98D59E7D608D92BCA4E645;Disk;LocaleGR3_2_3;LocaleGR 3.2.3;Hyperion (3.2.3);Locale 3.2.3-GR
1.0;9.9;1;3.2.3;Hash;;;523B818877AEA73A79FCB330C06E2DA9;Disk;LocaleIT3_2_3;LocaleIT 3.2.3;Hyperion (3.2.3);Locale 3.2.3-IT
1.0;9.9;1;3.2.3;Hash;;;4023662F85856DFE1CB3A89B3A804143;Disk;LocaleNL3_2_3;LocaleNL 3.2.3;Hyperion (3.2.3);Locale 3.2.3-NL
1.0;9.9;1;3.2.3;Hash;;;607531DB32B4CB60A23F81A03E70E035;Disk;LocaleNO3_2_3;LocaleNO 3.2.3;Hyperion (3.2.3);Locale 3.2.3-NO
1.0;9.9;1;3.2.3;Hash;;;D1C6B0536C532FA629EA5B7C70511394;Disk;LocalePL3_2_3;LocalePL 3.2.3;Hyperion (3.2.3);Locale 3.2.3-PL
1.0;9.9;1;3.2.3;Hash;;;9389B8B1C3D73BBF3F694E1F85788CCD;Disk;LocalePT3_2_3;LocalePT 3.2.3;Hyperion (3.2.3);Locale 3.2.3-PT
1.0;9.9;1;3.2.3;Hash;;;F699A62A04B0076B0C73C51A415B53B3;Disk;LocaleRS3_2_3;LocaleRS 3.2.3;Hyperion (3.2.3);Locale 3.2.3-RS
1.0;9.9;1;3.2.3;Hash;;;97F54F938FC3FF909EAEAED9656137C7;Disk;LocaleRU3_2_3;LocaleRU 3.2.3;Hyperion (3.2.3);Locale 3.2.3-RU
1.0;9.9;1;3.2.3;Hash;;;554FC350C906B2B5966D15F1FA43727F;Disk;LocaleSE3_2_3;LocaleSE 3.2.3;Hyperion (3.2.3);Locale 3.2.3-SE
1.0;9.9;1;3.2.3;Hash;;;AFAB6A82AFCDBA73B5CFFA762311CEB5;Disk;LocaleTR3_2_3;LocaleTR 3.2.3;Hyperion (3.2.3);Locale 3.2.3-TR
1.0;9.9;1;3.2.3;Hash;;;B44138A4C96C7272F1E3E3F595FA6BAD;Disk;LocaleUK3_2_3;LocaleUK 3.2.3;Hyperion (3.2.3);Locale 3.2.3-UK
1.0;9.9;1;3.2.3;Hash;;;A44B18AA3AAB9E0474E4B1B958365F28;Disk;ModulesA1200_3_2_3;ModulesA1200_ 3.2.3;Hyperion (3.2.3);ModulesA1200_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;51B85621E4D4DF08A8EE0E4746C1923D;Disk;ModulesA2000_3_2_3;ModulesA2000_ 3.2.3;Hyperion (3.2.3);ModulesA2000_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;1A385CA1C824D7D82783E71A4BB96460;Disk;ModulesA3000_3_2_3;ModulesA3000_ 3.2.3;Hyperion (3.2.3);ModulesA3000_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;38CA3BCB99796BE0D4C59301006A81F6;Disk;ModulesA4000D_3_2_3;ModulesA4000D_ 3.2.3;Hyperion (3.2.3);ModulesA4000D_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;91DA051276B26D56F59CC4DE18C1F8AB;Disk;ModulesA4000T_3_2_3;ModulesA4000T_ 3.2.3;Hyperion (3.2.3);ModulesA4000T_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;371EF369B13DC7234043B0E95C08AA46;Disk;ModulesA500_3_2_3;ModulesA500_ 3.2.3;Hyperion (3.2.3);ModulesA500_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;4B489ADF76A41C72D8850028D298CF48;Disk;ModulesA600_3_2_3;ModulesA600_ 3.2.3;Hyperion (3.2.3);ModulesA600_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;3CAFA62831D8E1B617F8A52BFC136EEA;Disk;ModulesCD32_3_2_3;ModulesCD32_ 3.2.3;Hyperion (3.2.3);ModulesCD32_ 3.2.3
1.0;9.9;1;3.2.3;Hash;;;58AFF9A5C27D8BB0C5D7C43CEEEADD6B;Disk;Update3_2_3;Update 3.2.3;Hyperion (3.2.3);Update 3.2.3
